customer_id,ad_soyad,yas,cinsiyet,sehir,egitim,meslek_durumu,aylik_gelir_tl,medeni_durum,musteri_kkb_skoru,kayit_tarihi
C03144,Arş. Gör. Pehlil Gül,64,Kadın,Ankara,Lisans,Ücretli Çalışan,29385.0,Boşanmış,1292,2019-05-29
C03145,Semrin Çetin,36,Erkek,Samsun,Lise,Ücretli Çalışan,14964.04,Evli,1765,2025-02-27
C03146,Hanedan Arslan,22,Kadın,İstanbul,Lise,Ücretli Çalışan,20983.97,Bekar,1392,2021-01-02
C03147,Sarya Aygönenç Akçay Demirel,49,Kadın,Bursa,Yüksek Lisans,Serbest Meslek,19019.04,Boşanmış,1060,2020-09-11
C03148,Hayel Bilir Mansız,36,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,12868.36,Evli,1399,2018-08-16
C03149,Birgit Durdu,57,Erkek,Bursa,Ön Lisans,İşveren,9111.19,Dul,1179,2017-01-14
C03150,Dr. Algış Manço Öcalan,33,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,16785.42,Boşanmış,1685,2016-07-13
C03151,Züheyla Birgül Soylu,37,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,24031.27,Boşanmış,1343,2015-08-04
C03152,Muvaffak Gücal Aksu İhsanoğlu,42,Erkek,Antalya,Lisans,İşsiz,28282.79,Evli,1036,2023-11-21
C03153,Feyha Begim Aslan,49,Erkek,Gaziantep,Lise,Emekli,20405.66,Boşanmış,1721,2024-12-08
C03154,Nefiye Bitül Erdoğan Akçay,37,Kadın,İzmir,Ön Lisans,Ücretli Çalışan,23660.45,Dul,1489,2017-07-14
C03155,Çev. Sonnur Ildız İnönü Akgündüz,38,Kadın,İstanbul,Lisans,Ücretli Çalışan,22393.34,Bekar,1634,2020-07-23
C03156,Dr. Esengün Ecegül Durdu Soylu,25,Erkek,Eskişehir,Lise,Emekli,37992.16,Bekar,995,2015-11-22
C03157,Jankat Feremez Gülen,31,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,19102.58,Boşanmış,1603,2018-07-27
C03158,Av. Elifnur Selcen Arsoy,58,Erkek,Gaziantep,Lisans,Ücretli Çalışan,8636.64,Evli,1253,2019-11-09
C03159,Nurda Çorlu,18,Erkek,İstanbul,Lisans,Emekli,20216.0,Dul,1447,2015-07-19
C03160,Arş. Gör. Serda Kandef Akgündüz,59,Kadın,Bursa,Lise,Ücretli Çalışan,21042.21,Bekar,1761,2022-10-03
C03161,Taygan Toköz Yorulmaz,47,Erkek,Kayseri,Lisans,Ücretli Çalışan,16385.27,Evli,1147,2025-02-23
C03162,Doç. İldem Seha Yılmaz,43,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,10183.81,Boşanmış,1703,2019-07-24
C03163,Şide Sakarya,38,Erkek,İstanbul,Lise,Ücretli Çalışan,34126.51,Bekar,1379,2022-03-29
C03164,Nurey Ferinaz Durdu,43,Erkek,Gaziantep,Lisans,İşveren,21899.24,Bekar,1488,2015-04-11
C03165,Benice Bilgin Kısakürek,34,Erkek,Ankara,Lisans,Emekli,23780.12,Bekar,1228,2015-05-29
C03166,Dr. Büşranur Nebiha Ertaş Ertaş,25,Kadın,İzmir,Lisans,Ücretli Çalışan,34866.16,Evli,1681,2015-09-27
C03167,Dr. Binay Gülay Gül Sakarya,40,Erkek,İzmir,Lisans,Ücretli Çalışan,42163.66,Evli,1433,2016-05-06
C03168,Saygın Akar Gülen,55,Erkek,İstanbul,Lisans,Ücretli Çalışan,21568.91,Bekar,1243,2023-08-17
C03169,Basriye Hayrioğlu,62,Erkek,İzmir,Lisans,Emekli,31126.66,Bekar,1429,2020-07-17
C03170,Şehreban Soylu,48,Kadın,İstanbul,Lise,İşsiz,16619.52,Boşanmış,1427,2018-12-08
C03171,Yadigar Korutürk,18,Erkek,İstanbul,Lisans,Serbest Meslek,12595.43,Evli,1544,2021-06-15
C03172,Dr. Laze Ertaş Türk,37,Erkek,Konya,Lise,Serbest Meslek,21881.44,Boşanmış,1163,2021-11-25
C03173,Nazlim Manço,62,Kadın,Mersin,Lise,Ücretli Çalışan,34055.21,Evli,1449,2022-03-06
C03174,Günaydin Durdu,35,Erkek,İstanbul,Lisans,Serbest Meslek,31676.23,Evli,1900,2015-01-06
C03175,Sıla Öngen Kısakürek,51,Erkek,Antalya,Lisans,Ücretli Çalışan,52961.01,Evli,1269,2023-10-08
C03176,Ünlen Işıkay Çetin,30,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,11672.33,Boşanmış,1490,2015-05-23
C03177,Öğr. Gülşeref Ayşenur Bilir,42,Kadın,Mersin,Lisans,Ücretli Çalışan,18613.12,Dul,1702,2015-07-06
C03178,Çelikyürek Tarhan,54,Erkek,Bursa,Lisans,Ücretli Çalışan,10031.16,Bekar,1230,2023-07-29
C03179,Çev. Hümeyra Göli Çorlu,49,Kadın,Gaziantep,Lise,Ücretli Çalışan,16147.45,Bekar,1300,2016-02-09
C03180,Argu Aslan,52,Kadın,İstanbul,Lise,Ücretli Çalışan,11155.91,Evli,1304,2025-01-05
C03181,Bidayet Hançer Bilge,43,Kadın,Antalya,Yüksek Lisans,İşsiz,15394.74,Dul,1415,2022-06-21
C03182,Av. Sabihe Yaşar Bilir Ülker,33,Erkek,Eskişehir,Lisans,İşveren,37566.91,Boşanmış,1468,2023-09-28
C03183,Gülcegün Karadeniz,48,Kadın,Ankara,Lisans,Ücretli Çalışan,27881.28,Evli,1343,2016-08-17
C03184,Aydınbey Mehmed Şama,18,Kadın,Denizli,Doktora,Ücretli Çalışan,23443.3,Evli,1438,2016-10-23
C03185,Fildan Gülmisal Ergül,46,Kadın,Bursa,Lisans,Emekli,17998.84,Boşanmış,1352,2017-11-05
C03186,Öğr. Subutiye Zebirce Sezer,64,Erkek,İzmir,Lisans,İşsiz,10274.71,Evli,1283,2023-01-17
C03187,Doç. Mestur Ergül,33,Kadın,İstanbul,Yüksek Lisans,İşveren,17135.36,Dul,1420,2015-08-23
C03188,Akmaral Durmuş Çetin,30,Erkek,İstanbul,Lisans,Ücretli Çalışan,25772.18,Dul,1847,2017-09-19
C03189,Asalet Gül,45,Erkek,Kayseri,Lise,İşveren,20879.48,Bekar,1253,2020-12-17
C03190,Güngördü Ülker,46,Erkek,Antalya,Ön Lisans,Ücretli Çalışan,52594.0,Bekar,1404,2024-04-13
C03191,Alaz Manço,35,Erkek,Antalya,Lise,Ücretli Çalışan,15483.19,Boşanmış,1377,2023-08-29
C03192,Uz. Ticen Miyesser Demir Çetin,18,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,23915.11,Bekar,1208,2017-06-19
C03193,Çev. Yahşi Adila Dumanlı,20,Kadın,Ankara,Lise,İşveren,27971.33,Boşanmış,1149,2022-06-12
C03194,Temuçin Dumanlı,35,Erkek,Antalya,Ön Lisans,Ücretli Çalışan,38557.24,Boşanmış,1147,2023-03-12
C03195,Aksöğüt Durdali Korutürk Akar,21,Erkek,İstanbul,Lise,Ücretli Çalışan,22498.14,Bekar,1707,2023-12-18
C03196,Doç. Zöhrehan Fitnat Tevetoğlu,21,Kadın,Ankara,Ön Lisans,Ücretli Çalışan,23943.7,Boşanmış,1565,2015-10-22
C03197,Güngören Ergül Bilir,18,Erkek,Ankara,Lise,Ücretli Çalışan,28547.53,Bekar,1639,2021-06-18
C03198,Umutcan Durdu,36,Kadın,Bursa,Ön Lisans,Serbest Meslek,35015.84,Dul,1784,2019-01-05
C03199,Kapagan Alemdar,41,Kadın,İzmir,İlkokul,İşveren,16266.28,Evli,1256,2015-03-16
C03200,Alize Menişan Akçay Hançer,39,Erkek,Denizli,Lisans,Ücretli Çalışan,25755.19,Bekar,1418,2021-12-25
C03201,Verim Omaca Şensoy Ertaş,18,Erkek,İstanbul,Lisans,Emekli,35274.7,Bekar,1427,2016-09-05
C03202,Öğr. Nefaret Nefaret Karadeniz,35,Kadın,Bursa,Lisans,Ücretli Çalışan,29311.09,Dul,1881,2025-02-27
C03203,Arş. Gör. Müşüre Dilsitan İhsanoğlu,18,Erkek,İzmir,Lisans,Emekli,24231.74,Dul,1023,2019-07-21
C03204,Öğr. Mehmed Arsoy,45,Erkek,İstanbul,Lise,Ücretli Çalışan,21111.37,Dul,1658,2025-01-06
C03205,Arş. Gör. Sökmen Aksu,34,Kadın,Konya,Doktora,Ücretli Çalışan,8578.74,Evli,1267,2016-06-24
C03206,Öğr. Lüfen Sedife Şener,44,Erkek,Antalya,İlkokul,Ücretli Çalışan,31474.3,Boşanmış,1207,2022-10-19
C03207,Cedide Birgül Sezgin,52,Erkek,Bursa,Ön Lisans,Serbest Meslek,14890.18,Evli,1470,2024-06-05
C03208,Ayaydın Toğan Yıldırım Mansız,33,Kadın,Samsun,Lisans,Serbest Meslek,21633.03,Boşanmış,1722,2017-04-11
C03209,Dr. Temime Zinnure Sakarya,25,Kadın,Bursa,Ön Lisans,Ücretli Çalışan,14677.08,Boşanmış,1426,2017-02-10
C03210,Arş. Gör. İklim Atiyye Ülker Arslan,68,Erkek,İstanbul,Lise,Ücretli Çalışan,13515.12,Bekar,1890,2016-10-11
C03211,Öğr. Habibe Sevcan Durmuş,64,Kadın,Ankara,İlkokul,Ücretli Çalışan,19076.45,Boşanmış,1425,2020-06-14
C03212,Dilşat Akar Akdeniz,31,Erkek,Trabzon,Lisans,İşveren,19327.98,Dul,1148,2023-12-19
C03213,Dr. Necva Çetin Çamurcuoğlu,39,Erkek,İstanbul,İlkokul,Emekli,39088.99,Evli,1307,2019-09-20
C03214,Öğr. Perinur Akay Akça Arsoy,37,Erkek,Ankara,Lise,İşsiz,9269.52,Dul,1193,2020-07-26
C03215,Arş. Gör. Fehim Ertün Akgündüz,43,Erkek,Bursa,Yüksek Lisans,Ücretli Çalışan,20509.96,Bekar,1445,2019-09-16
C03216,Mesude Karadeniz,36,Erkek,Mersin,Ön Lisans,İşveren,24980.61,Bekar,1492,2017-11-18
C03217,Dr. Hekime Adviye Akçay,43,Kadın,İstanbul,Lise,Emekli,21954.83,Boşanmış,1740,2022-11-03
C03218,Bayan Algış Armahan Manço,48,Kadın,İstanbul,Lisans,Ücretli Çalışan,21737.36,Boşanmış,1879,2021-05-03
C03219,Vezrife Şamiha Hayrioğlu Şama,45,Kadın,Samsun,Ön Lisans,Ücretli Çalışan,35854.82,Bekar,1651,2024-11-24
C03220,Yrd. Doç. Melihcan Yüksel,18,Erkek,İstanbul,Lisans,Serbest Meslek,35852.75,Evli,1453,2018-08-08
C03221,Gülgen Mansız Şensoy,39,Erkek,Bursa,Lisans,Ücretli Çalışan,22620.38,Evli,1413,2019-02-16
C03222,Ayçan Sezgin İhsanoğlu,42,Kadın,İzmir,Ön Lisans,Ücretli Çalışan,15270.16,Evli,1818,2019-10-14
C03223,Uz. Orçin Gök Gülen,38,Kadın,Kayseri,Lisans,Ücretli Çalışan,16778.23,Boşanmış,1268,2021-11-10
C03224,Vefia Aksu,43,Erkek,Ankara,Ön Lisans,Ücretli Çalışan,21681.14,Boşanmış,1597,2018-09-15
C03225,Öğr. Cedide Egenur Zorlu,27,Erkek,Adana,Lise,İşveren,9696.0,Boşanmış,1536,2023-10-23
C03226,Telim Seydo Çetin Gülen,57,Erkek,Bursa,Ön Lisans,Ücretli Çalışan,12558.35,Evli,1777,2023-06-12
C03227,Çağlar Aksu,43,Erkek,İstanbul,Ön Lisans,Serbest Meslek,19867.13,Evli,1400,2021-06-12
C03228,Gülseren Çorlu,23,Erkek,İstanbul,Lisans,Emekli,31084.91,Evli,1186,2016-08-21
C03229,Akatay Şafak,30,Erkek,İzmir,Lise,Ücretli Çalışan,31143.69,Dul,1029,2023-02-11
C03230,Tekecan Öcalan,21,Erkek,İstanbul,Lise,Emekli,19768.39,Bekar,1453,2025-01-10
C03231,Akboğa Mansız,45,Erkek,İstanbul,Lisans,İşveren,17399.39,Bekar,1900,2024-08-25
C03232,Serhatmehmet Kısakürek,37,Kadın,İzmir,Lise,Ücretli Çalışan,17964.38,Boşanmış,1300,2017-02-28
C03233,Zoral Gül,41,Erkek,Ankara,Ön Lisans,Ücretli Çalışan,26284.44,Evli,1800,2024-08-20
C03234,Mutluhan Şener,22,Kadın,İstanbul,İlkokul,İşveren,17841.85,Boşanmış,1531,2021-05-10
C03235,Güldünya Hayrünnisa Şensoy Akçay,47,Erkek,Ankara,Lise,Ücretli Çalışan,19989.19,Evli,1635,2021-05-09
C03236,Çev. Dayar Sadat Karadeniz,30,Kadın,İstanbul,Lisans,Ücretli Çalışan,40177.3,Boşanmış,1748,2016-03-12
C03237,Doç. Özalpsan Ünek Çetin,23,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,12285.85,Boşanmış,1038,2024-08-17
C03238,Jaruthip Ülker Yorulmaz,48,Erkek,İzmir,Lisans,Ücretli Çalışan,11179.9,Evli,1297,2018-09-16
C03239,Bilay İhsanoğlu,45,Erkek,Samsun,Lisans,Serbest Meslek,19345.7,Dul,1564,2024-01-16
C03240,Tekbay Yıldırım,27,Kadın,Samsun,Lise,Ücretli Çalışan,26047.69,Boşanmış,1346,2021-03-13
C03241,Bali Mülâyim İhsanoğlu Tevetoğlu,36,Erkek,Antalya,Ön Lisans,Ücretli Çalışan,22180.73,Evli,1525,2015-12-13
C03242,Bahaddin Besin Arslan Eraslan,40,Erkek,İstanbul,Lise,Ücretli Çalışan,14217.34,Evli,1305,2017-02-19
C03243,Dr. Asalet Soylu,40,Kadın,Eskişehir,Lisans,İşveren,10734.43,Bekar,1264,2024-08-15
C03244,Gülter Paksu Sakarya Soylu,44,Erkek,İzmir,Lise,Ücretli Çalışan,11216.64,Dul,1669,2017-05-01
C03245,Kırgız Erdoğan,55,Kadın,Ankara,Lisans,Serbest Meslek,11380.79,Dul,1719,2020-08-28
C03246,Dr. Berrin Bilir Tarhan,38,Erkek,Konya,Lisans,Serbest Meslek,24060.62,Bekar,1375,2015-05-14
C03247,Öğr. Minibe Serfinaz Sezgin,51,Erkek,Adana,Yüksek Lisans,Serbest Meslek,23926.51,Boşanmış,1296,2019-04-12
C03248,Uz. Gençay Yılmaz,26,Kadın,İstanbul,Lisans,İşveren,10330.58,Bekar,1426,2022-04-02
C03249,Dr. Semender Şener,46,Erkek,Ankara,Lise,Serbest Meslek,26713.77,Dul,1470,2017-12-15
C03250,Baturay Hayali Ergül,26,Kadın,Ankara,Lisans,Ücretli Çalışan,14662.76,Bekar,1668,2016-09-27
C03251,Yrd. Doç. Şamiha Duran Yılmaz,34,Erkek,Samsun,Lise,Ücretli Çalışan,21259.05,Boşanmış,1231,2019-09-26
C03252,Arş. Gör. Ziyaettin Eraslan,44,Kadın,Ankara,Lise,Ücretli Çalışan,16220.68,Evli,1761,2017-03-25
C03253,Danış Tali Yıldırım Duran,49,Kadın,Bursa,Lise,Ücretli Çalışan,15945.51,Evli,1468,2015-03-08
C03254,Rabih Zorlu,33,Erkek,Bursa,Lise,Ücretli Çalışan,10522.33,Evli,1165,2024-11-04
C03255,Doğuhan Bilge,42,Kadın,İstanbul,Lise,Ücretli Çalışan,23071.81,Dul,1537,2019-12-12
C03256,Dilşat Günsel Yıldırım Hayrioğlu,36,Kadın,Antalya,Ön Lisans,Ücretli Çalışan,30329.62,Dul,1515,2019-02-04
C03257,Duruk Çorlu,48,Kadın,Ankara,Ön Lisans,Emekli,8971.44,Dul,359,2021-11-02
C03258,Ertün Aslan,43,Erkek,İstanbul,Lisans,Serbest Meslek,10497.11,Evli,1326,2018-02-12
C03259,Öğr. Büreyre Ergül Demirel,36,Kadın,İstanbul,Yüksek Lisans,Serbest Meslek,40714.12,Evli,1599,2025-03-17
C03260,Silanur Teknaz Şafak,41,Erkek,Gaziantep,Lise,Ücretli Çalışan,29046.29,Bekar,1592,2017-06-06
C03261,Gülgen Eraslan Akçay,34,Kadın,İstanbul,Lisans,Ücretli Çalışan,32278.74,Dul,1222,2015-10-06
C03262,Uzsoy Akdeniz,43,Kadın,İstanbul,Lisans,Emekli,9932.76,Evli,1390,2022-06-04
C03263,Pekkan Sakarya,42,Erkek,İstanbul,Ön Lisans,İşveren,42378.85,Dul,1108,2024-02-18
C03264,Firdevis Gülsiye Gül,32,Erkek,Eskişehir,Lise,Emekli,28859.86,Dul,1543,2023-03-08
C03265,Öğr. Semat Şafak Tevetoğlu,42,Kadın,Gaziantep,Ön Lisans,İşveren,12961.5,Dul,1232,2018-08-08
C03266,Mufide Mansız,54,Erkek,İstanbul,Lisans,İşveren,19473.71,Evli,1593,2025-05-19
C03267,Tamaydın Kayrabay Şafak Akar,38,Erkek,Ankara,Lisans,Ücretli Çalışan,11703.13,Dul,1613,2016-09-23
C03268,Nurda Banü Dumanlı Aksu,46,Erkek,Bursa,Lise,İşveren,56248.61,Bekar,1246,2017-01-06
C03269,Ozansü Ergönül Zengin,49,Kadın,Gaziantep,Lisans,Ücretli Çalışan,11045.8,Boşanmış,1419,2019-04-28
C03270,Çev. Şehreban Yurtseven Ergül,51,Erkek,Adana,Yüksek Lisans,Ücretli Çalışan,8000.0,Evli,1328,2017-10-10
C03271,Asliye Demir Akçay,33,Kadın,İzmir,Lisans,Ücretli Çalışan,14532.16,Bekar,1476,2023-11-28
C03272,Sanavber Çetin,53,Kadın,İstanbul,Doktora,Ücretli Çalışan,18770.18,Bekar,1551,2020-12-14
C03273,Okt. Erdemer Erdoğan,41,Kadın,İstanbul,Lise,Ücretli Çalışan,19946.55,Dul,1227,2024-01-20
C03274,Turgut Arsoy,53,Kadın,Antalya,Yüksek Lisans,Emekli,22761.78,Bekar,1558,2020-02-05
C03275,Ezgin Minibe Demir Yılmaz,30,Erkek,İstanbul,İlkokul,Emekli,16209.47,Evli,1415,2021-09-16
C03276,Aksoy Demirel,21,Kadın,Bursa,Lisans,Ücretli Çalışan,9324.35,Boşanmış,1149,2022-10-15
C03277,Gülşeref Ertaş,46,Erkek,Adana,Yüksek Lisans,Ücretli Çalışan,14854.95,Bekar,1125,2020-07-16
C03278,Harbinaz Durmuş,30,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,16237.78,Dul,1411,2023-05-24
C03279,Kaşif Arslan,65,Kadın,İzmir,Lise,Ücretli Çalışan,32034.84,Bekar,1756,2019-01-17
C03280,Resulcan Bilir,54,Kadın,İstanbul,Ön Lisans,Emekli,12714.91,Dul,1034,2022-08-13
C03281,Seha Ezgütekin Demirel Tevetoğlu,26,Erkek,Bursa,Lisans,Ücretli Çalışan,36334.67,Evli,1363,2025-03-11
C03282,Server Akçay,24,Kadın,Antalya,Lisans,Ücretli Çalışan,16416.66,Evli,1360,2018-04-02
C03283,Dr. Sebigül Muarra Alemdar,43,Erkek,Kayseri,Lisans,Ücretli Çalışan,22313.07,Boşanmış,1292,2020-08-19
C03284,Güllühan Akar,48,Erkek,İzmir,Lisans,İşveren,14948.45,Boşanmış,1340,2015-02-18
C03285,Öğet Okseven Soylu,48,Kadın,Gaziantep,İlkokul,Ücretli Çalışan,14930.78,Boşanmış,1237,2021-11-19
C03286,Evcimen Mahsun Demir,47,Erkek,İstanbul,Lisans,Serbest Meslek,13548.35,Boşanmış,1283,2017-02-15
C03287,Mutasım Canal Tevetoğlu Hayrioğlu,46,Erkek,İzmir,Lisans,İşveren,50228.69,Evli,1651,2019-06-16
C03288,Havali Durdu Yıldırım,45,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,25307.62,Boşanmış,1231,2019-08-24
C03289,Alsoy Ünal Yılmaz,41,Kadın,İzmir,Ön Lisans,Ücretli Çalışan,19665.18,Boşanmış,1580,2023-11-30
C03290,Çev. Emal Rahiye Türk Akçay,41,Erkek,İzmir,İlkokul,Ücretli Çalışan,23644.0,Bekar,1422,2024-12-07
C03291,Haluk Tolonbay Yıldırım,40,Kadın,İstanbul,Lisans,Ücretli Çalışan,11469.85,Bekar,1300,2022-05-03
C03292,Nazlim Sakarya,56,Kadın,İstanbul,Lise,Ücretli Çalışan,23004.93,Bekar,1494,2018-08-14
C03293,Doç. Menfeat Kâzime Hayrioğlu,62,Erkek,İstanbul,Lise,Emekli,10803.49,Boşanmış,1062,2018-07-17
C03294,Pürçek Beyhatun Durmuş Öcalan,60,Erkek,İstanbul,Lise,İşveren,20346.87,Evli,1439,2022-03-30
C03295,Tayyibe Mansız,25,Erkek,Antalya,Yüksek Lisans,Ücretli Çalışan,24378.66,Bekar,1636,2019-11-03
C03296,Kocabaş Gençay Sezer,26,Erkek,Antalya,Lisans,Ücretli Çalışan,18711.17,Bekar,1416,2022-04-01
C03297,Öğr. Döner Nurda Akça Mansız,43,Erkek,İstanbul,Lise,Serbest Meslek,12044.19,Bekar,1692,2017-07-02
C03298,Akcivan Eba Yorulmaz Alemdar,50,Kadın,İstanbul,Lisans,Serbest Meslek,16925.4,Evli,1445,2022-11-25
C03299,Berki Sakarya,38,Kadın,Gaziantep,Lise,Emekli,14041.34,Evli,1229,2016-01-22
C03300,Seblâ Bilgin,36,Kadın,Konya,Ön Lisans,Emekli,41183.41,Boşanmış,1696,2020-09-25
C03301,Dr. Dalan Gül,51,Kadın,Adana,Lisans,Serbest Meslek,23540.24,Dul,1220,2021-02-03
C03302,Zelha Afife İhsanoğlu Sezer,39,Erkek,Trabzon,Lise,Ücretli Çalışan,30844.69,Bekar,1185,2016-03-01
C03303,Erksoy Özdil Türk,47,Kadın,İzmir,Lise,İşveren,56679.86,Bekar,1765,2019-05-15
C03304,Alexandru Göken Erdoğan Eraslan,56,Erkek,Adana,Lisans,Ücretli Çalışan,21988.01,Bekar,1741,2015-06-24
C03305,Şeyda Çetin,31,Kadın,Bursa,Lisans,İşveren,28513.66,Dul,1663,2019-12-17
C03306,Kitan Sezer Aksu,43,Erkek,İstanbul,Lise,Serbest Meslek,36033.46,Boşanmış,1365,2023-09-14
C03307,Siper Ertaş,37,Erkek,Bursa,Lise,Serbest Meslek,20805.19,Dul,1242,2023-05-26
C03308,Başay Gümüştekin Bilge Manço,42,Kadın,Bursa,Lisans,Ücretli Çalışan,9195.61,Evli,1641,2018-04-28
C03309,Dr. Semine Dürrüşehvar Fırat,40,Kadın,Bursa,Lisans,Serbest Meslek,15765.8,Dul,1291,2024-01-26
C03310,Yrd. Doç. Nezihi Tuğtaş Soylu,37,Kadın,İstanbul,İlkokul,Ücretli Çalışan,27165.88,Bekar,1636,2015-07-06
C03311,Mukbile Öcalan,31,Erkek,İzmir,Lisans,Ücretli Çalışan,13619.83,Bekar,1544,2018-02-26
C03312,Öğr. Büreyre Eraslan Öcalan,31,Kadın,İstanbul,Yüksek Lisans,Serbest Meslek,20474.99,Dul,1530,2016-09-20
C03313,Bilay Nefiye Durmuş,43,Erkek,Bursa,Lisans,İşveren,29325.76,Boşanmış,1184,2021-06-14
C03314,Dr. Topuz Yılma Akdeniz,18,Kadın,Antalya,Lisans,Serbest Meslek,15438.95,Evli,1870,2016-03-30
C03315,Vargın Erdoğan,64,Kadın,İstanbul,Yüksek Lisans,Serbest Meslek,45434.62,Dul,1451,2019-08-06
C03316,Oktüremiş Yorulmaz,18,Kadın,Antalya,Lise,Ücretli Çalışan,8000.0,Boşanmış,1146,2017-03-16
C03317,Abid Ülker,37,Erkek,İstanbul,Ön Lisans,Serbest Meslek,35784.9,Bekar,1716,2015-01-16
C03318,Nasuf Alemdar,42,Kadın,Ankara,Lise,Ücretli Çalışan,13353.98,Evli,1139,2024-12-09
C03319,Gülenay Soylu Sakarya,43,Kadın,İzmir,İlkokul,Ücretli Çalışan,27273.56,Boşanmış,1597,2021-03-15
C03320,Gülzadiye Alemdar,27,Erkek,Kayseri,Lisans,Serbest Meslek,26710.19,Bekar,1606,2015-09-02
C03321,Mihrab Demirel,27,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,14003.4,Dul,1552,2017-09-26
C03322,Dr. Feden Tuğçe Sakarya Çamurcuoğlu,37,Kadın,Kayseri,Doktora,Emekli,40746.14,Evli,1585,2024-11-21
C03323,Durmuşali Çamurcuoğlu,34,Erkek,Antalya,Yüksek Lisans,Emekli,19839.05,Evli,1475,2017-05-28
C03324,Nurşan Sernur Bilge Mansız,31,Erkek,Mersin,Lise,İşveren,13218.01,Boşanmış,1555,2022-02-13
C03325,Özalpsan Gülen,50,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,26152.54,Evli,1878,2019-11-13
C03326,Argu Aslan,33,Kadın,İstanbul,Lise,Serbest Meslek,42337.22,Evli,1274,2022-06-12
C03327,Uz. Mesude Ürper Şensoy,27,Kadın,İstanbul,Lise,Ücretli Çalışan,9027.39,Evli,1268,2016-02-11
C03328,Bilender Mürit Akgündüz Sakarya,33,Kadın,Ankara,Lise,Serbest Meslek,25252.28,Bekar,1560,2020-12-04
C03329,Ensari Aclan Akçay Ertaş,25,Kadın,Ankara,Yüksek Lisans,Ücretli Çalışan,16701.82,Dul,1407,2019-04-29
C03330,Çev. Akcivan Güçlü,18,Kadın,Ankara,Lisans,Ücretli Çalışan,12817.59,Boşanmış,1107,2024-04-04
C03331,Okt. Kaver Durgadin İhsanoğlu Durmuş,57,Kadın,Bursa,Yüksek Lisans,Serbest Meslek,21723.56,Bekar,1665,2024-08-08
C03332,Hükümdar Şafak,22,Erkek,İstanbul,Lise,Serbest Meslek,34111.73,Evli,1745,2020-03-28
C03333,Binbaşar Gülen,18,Erkek,İstanbul,Yüksek Lisans,Serbest Meslek,14510.21,Bekar,1423,2018-12-14
C03334,Arş. Gör. Müveddet Ayşeana Dumanlı,47,Erkek,Bursa,Lisans,İşsiz,14686.4,Evli,1023,2021-01-25
C03335,Nirgül Sakarya,32,Erkek,Antalya,Lise,Serbest Meslek,20945.69,Bekar,1799,2023-01-12
C03336,Toy Kaygusuz Gül,30,Kadın,Antalya,Ön Lisans,İşveren,31268.59,Dul,1304,2020-12-26
C03337,Öğr. Mefharet Güler Gülen,29,Kadın,Bursa,Ön Lisans,Ücretli Çalışan,28806.82,Bekar,1730,2016-07-20
C03338,Yrd. Doç. Evrimer Fırat,50,Kadın,Ankara,Lisans,Ücretli Çalışan,11024.67,Evli,1263,2018-11-07
C03339,Arş. Gör. Saygın Sakarya Tarhan,49,Erkek,Antalya,Lisans,Ücretli Çalışan,20306.45,Bekar,1231,2023-07-27
C03340,Tonguç Erdursun Demir,45,Erkek,Mersin,Lisans,Ücretli Çalışan,14448.37,Bekar,1828,2019-12-28
C03341,Dr. Almus Aksay Durdu,58,Erkek,İstanbul,Lisans,Ücretli Çalışan,26156.26,Dul,1840,2021-08-14
C03342,Hayel Erdoğan,40,Erkek,İstanbul,Ön Lisans,İşsiz,28125.92,Dul,1589,2020-06-07
C03343,Evrimer Ecemiş Akgündüz Mansız,42,Kadın,İzmir,Lisans,Ücretli Çalışan,17768.2,Boşanmış,1073,2022-09-10
C03344,Paye Gülen Sakarya,39,Erkek,İzmir,Lisans,Serbest Meslek,28869.48,Boşanmış,1736,2019-07-20
C03345,Doç. İlkim Uğurtan Aslan,46,Kadın,Gaziantep,Lisans,Ücretli Çalışan,15621.69,Boşanmış,1005,2016-04-05
C03346,Öğr. Gilman Çetin Bilir,34,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,17379.47,Boşanmış,1421,2017-04-24
C03347,Mahnaz Şahdiye Arslan Gül,47,Kadın,Trabzon,Lise,Ücretli Çalışan,48705.85,Bekar,1530,2017-12-22
C03348,Aykutalp Akçay,37,Kadın,Konya,Lise,Ücretli Çalışan,17735.97,Dul,1531,2024-10-27
C03349,Doç. Merva Akdeniz Çamurcuoğlu,30,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,21038.08,Bekar,1612,2016-11-02
C03350,Uz. Gülağa Urhan Erdoğan,42,Erkek,İstanbul,Ön Lisans,Ücretli Çalışan,24486.91,Bekar,1608,2015-03-16
